id,cname,party,party_name,party_id,eu_position,eu_salience,eu_dissent,eu_benefit,eu_ep,eu_intmark,eu_cohesion,eu_foreign,eu_turkey,eu_budgets,lrgen,lrecon,lrecon_salience,galtan,galtan_salience,spendvtax,deregulation,redistribution,econ_interven,civlib_laworder,sociallifestyle,religious_principle,immigrate_policy,multiculturalism,urban_rural,environment,regions,international_security,ethnic_minorities,nationalism,antielite_salience,corrupt_salience,first_most_important,second_most_important,third_most_important
11,tur,4,HDP,3407,in favor,4,6,benefited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,tur,4,HDP,3407,strongly in favor,8,1,benefited,in favor,strongly in favor,strongly in favor,strongly in favor,strongly in favor,in favor,2,2,2,3,9,2,4,2,2,1,2,1,1,2,6,2,1,3,1,1,4,9,ethnic minorities,social lifestyle,redistribution
3,tur,4,HDP,3407,strongly in favor,7,1,benefited,strongly in favor,strongly in favor,strongly in favor,strongly in favor,strongly in favor,in favor,4,2,2,3,8,,1,1,3,1,2,,3,,7,2,strongly favours political decentralization,,strongly supports more rights for ethnic minorities,strongly promotes cosmopolitan concepts of society,3,extremely important,ethnic minorities,multiculturalism,EU integration
6,tur,4,HDP,3407,strongly in favor,7,party was completely united,benefited,,,strongly in favor,neutral,strongly in favor,,extreme left,extreme left,5,1,8,3,2,fully in favour of redistribution of wealth,fully in favour state intervention in economy,strongly promotes civil liberties,strongly supports liberal policies,2,3,strongly favours multiculturalism,1,strongly supports environ. protections,strongly favours political decentralization,strongly opposes troop deployment,strongly supports more rights for ethnic minorities,strongly promotes cosmopolitan concepts of society,5,6,ethnic minorities,civil liberties,corruption
2,tur,4,HDP,3407,strongly in favor,7,2,benefited,,somewhat opposed,,somewhat in favor,strongly in favor,,extreme left,extreme left,6,1,6,,3,fully in favour of redistribution of wealth,,strongly promotes civil liberties,strongly supports liberal policies,strongly opposes religious principles in politics,1,strongly favours multiculturalism,8,strongly supports environ. protections,strongly favours political decentralization,strongly opposes troop deployment,strongly supports more rights for ethnic minorities,1,9,8,ethnic minorities,decentralization,civil liberties
1,nor,1,AP,3501,somewhat in favor,3,3,benefited,somewhat in favor,in favor,somewhat in favor,in favor,somewhat in favor,somewhat opposed,3,3,,2,6,,,,,,,,,,,,,,,,,,,,
2,nor,1,AP,3501,in favor,4,,benefited,,in favor,,in favor,,,4,4,7,4,5,3,3,3,3,4,2,3,6,5,4,5,5,4,4,5,1,not important at all,,,
3,nor,1,AP,3501,in favor,2,6,benefited,,somewhat in favor,,,,somewhat in favor,3,4,5,4,6,4,4,4,4,6,3,5,6,4,4,4,6,4,5,5,3,1,,,
4,nor,1,AP,3501,in favor,7,7,benefited,somewhat in favor,strongly in favor,somewhat in favor,in favor,,somewhat in favor,4,4,8,3,6,3,4,7,7,6,8,4,4,5,4,4,4,3,6,3,2,not important at all,,,
1,nor,2,FrP,3502,somewhat opposed,1,party was extremely divided,neither benefit/lost,opposed,somewhat in favor,,neutral,,opposed,7,8,6,8,8,7,9,6,2,9,7,6,9,9,6,8,6,6,4,9,7,not important at all,,,
2,nor,2,FrP,3502,neutral,2,2,,,somewhat opposed,,,,opposed,8,7,7,7,5,7,6,6,7,8,7,8,9,8,4,7,,3,9,8,8,1,,,
3,nor,2,FrP,3502,neutral,2,,neither benefit/lost,,neutral,,neutral,,,9,7,4,8,5,7,7,6,7,8,7,5,9,9,7,9,5,,9,7,5,2,,,
4,nor,2,FrP,3502,somewhat opposed,2,4,not benefited,somewhat opposed,neutral,,neutral,opposed,opposed,9,8,,7,7,,,,,,,,,,,,,,,,,,,,
1,nor,3,H,3503,in favor,5,3,,somewhat in favor,strongly in favor,somewhat opposed,in favor,,somewhat opposed,6,7,8,4,7,6,7,5,3,6,8,6,5,6,6,6,6,3,6,4,2,not important at all,,,
2,nor,3,H,3503,strongly in favor,5,1,benefited,,strongly in favor,,in favor,,,8,8,7,center,5,8,8,8,8,7,4,5,7,6,6,7,7,4,6,6,2,not important at all,,,
3,nor,3,H,3503,strongly in favor,2,party was completely united,benefited,,in favor,,,,in favor,7,6,7,center,3,6,6,7,7,7,3,5,7,5,3,5,7,3,6,4,2,1,,,
4,nor,3,H,3503,in favor,6,1,benefited,in favor,strongly in favor,in favor,in favor,in favor,somewhat in favor,8,8,,6,6,,,,,,,,,,,,,,,,,,,,
1,nor,4,SV,3504,opposed,2,1,not benefited,,opposed,,,,strongly opposed,2,2,4,4,6,3,3,3,3,3,3,3,3,3,5,2,3,7,3,5,5,1,,,
2,nor,4,SV,3504,strongly opposed,9,1,not benefited,strongly in favor,strongly opposed,strongly in favor,strongly opposed,,strongly opposed,1,1,7,2,7,1,1,9,9,4,9,2,2,3,4,2,3,6,7,6,8,not important at all,,,
3,nor,4,SV,3504,opposed,5,1,not benefited,,opposed,,opposed,,,2,2,6,1,6,1,2,2,1,2,1,1,1,2,3,2,3,8,1,2,6,1,,,
4,nor,4,SV,3504,strongly opposed,7,1,not benefited,somewhat opposed,opposed,opposed,opposed,neutral,strongly opposed,2,1,,1,9,,,,,,,,,,,,,,,,,,,,
1,nor,5,Sp,3505,opposed,4,party was completely united,not benefited,,strongly opposed,,,,strongly opposed,4,4,4,4,4,4,4,4,4,5,4,5,4,5,9,5,3,5,5,7,3,1,,,
2,nor,5,Sp,3505,strongly opposed,8,party was completely united,not benefited,,strongly opposed,,strongly opposed,,,center,center,5,7,5,3,2,4,4,5,6,7,5,7,1,5,strongly favours political decentralization,7,5,8,5,not important at all,,,
3,nor,5,Sp,3505,strongly opposed,8,party was completely united,not benefited,opposed,strongly opposed,strongly opposed,opposed,opposed,strongly opposed,6,4,,6,4,,,,,,,,,,,,,,,,,,,,
4,nor,5,Sp,3505,strongly opposed,great importance,party was completely united,not benefited,strongly opposed,strongly opposed,opposed,somewhat in favor,,strongly opposed,3,center,7,8,6,3,2,8,8,7,6,7,8,7,strongly supports rural interests,2,1,3,5,8,6,not important at all,,,
1,nor,6,KrF,3506,somewhat opposed,5,2,not benefited,neutral,somewhat opposed,somewhat opposed,opposed,somewhat opposed,opposed,7,center,,8,8,,,,,,,,,,,,,,,,,,,,
2,nor,6,KrF,3506,somewhat opposed,3,7,not benefited,opposed,somewhat in favor,strongly in favor,somewhat in favor,,opposed,center,center,4,9,great importance,3,2,8,8,4,2,9,2,7,8,2,1,4,7,8,5,not important at all,,,
3,nor,6,KrF,3506,opposed,3,,not benefited,,somewhat opposed,,neutral,,,6,6,4,9,7,5,5,5,5,6,9,strongly supports religious principles in politics,3,6,3,4,2,6,3,8,3,not important at all,,,
4,nor,6,KrF,3506,somewhat opposed,2,1,not benefited,,somewhat opposed,,,,opposed,center,center,5,7,3,5,5,5,5,5,7,8,4,6,5,4,5,5,6,6,3,1,,,
1,nor,7,V,3507,somewhat opposed,6,2,not benefited,neutral,somewhat opposed,somewhat in favor,neutral,neutral,somewhat opposed,8,8,,2,7,,,,,,,,,,,,,,,,,,,,
2,nor,7,V,3507,neutral,2,,neither benefit/lost,,neutral,,neutral,,,7,7,6,3,6,6,7,6,7,3,2,4,1,2,5,2,2,6,1,5,3,not important at all,,,
3,nor,7,V,3507,opposed,3,7,not benefited,opposed,somewhat in favor,in favor,neutral,,opposed,center,6,5,1,9,4,2,8,7,4,9,7,2,3,9,2,1,4,7,2,5,not important at all,,,
4,nor,7,V,3507,somewhat in favor,2,4,neither benefit/lost,,,,,,somewhat opposed,6,6,6,4,5,6,6,6,7,4,3,3,4,4,4,3,4,5,4,4,3,1,,,
1,nor,8,MDG,3508,opposed,2,party was completely united,not benefited,,,,,,,2,2,3,4,4,,,3,4,,3,3,,,,1,3,,,,,1,,,
2,nor,8,MDG,3508,strongly opposed,8,1,not benefited,somewhat opposed,opposed,opposed,opposed,opposed,strongly opposed,2,2,,1,8,,,,,,,,,,,,,,,,,,,,
3,nor,8,MDG,3508,,1,,neither benefit/lost,,neutral,,neutral,,,4,4,2,2,5,3,3,3,3,2,2,2,2,2,3,strongly supports environ. protections,1,,1,3,5,not important at all,,,
4,nor,8,MDG,3508,,5,,,,opposed,,opposed,,opposed,2,1,5,center,5,2,2,8,8,3,9,,,,,1,,,,,9,not important at all,,,
1,swi,1,SVP/UDC,3601,strongly opposed,great importance,party was completely united,not benefited,,opposed,strongly opposed,,,,8,8,4,traditional/authoritarian,8,fully in favour of cutting services,1,9,9,strongly supports law and order,9,strongly opposes religious principles in politics,fully supports restrictive immigration policy,strongly favours assimilation,strongly supports rural interests,strongly supports economic growth,strongly favours political decentralization,strongly opposes troop deployment,,strongly promotes nationalist concepts for society,extremely important,not important at all,immigration,EU integration,anti-elite rhetoric
7,swi,1,SVP/UDC,3601,strongly opposed,9,party was completely united,not benefited,,,,,,,9,8,7,traditional/authoritarian,great importance,9,8,8,9,strongly supports law and order,strongly opposes liberal policies,6,fully supports restrictive immigration policy,strongly favours assimilation,8,strongly supports economic growth,strongly favours political decentralization,strongly opposes troop deployment,strongly opposes more rights for ethnic minorities,strongly promotes nationalist concepts for society,extremely important,,immigration,EU integration,anti-elite rhetoric
9,swi,1,SVP/UDC,3601,strongly opposed,8,1,not benefited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,swi,1,SVP/UDC,3601,strongly opposed,great importance,party was completely united,not benefited,,strongly opposed,,,,,8,7,6,8,6,7,6,8,6,8,8,,1,8,7,8,2,9,7,2,2,3,EU integration,immigration,nationalism
2,swi,1,SVP/UDC,3601,strongly opposed,7,party was completely united,not benefited,,opposed,opposed,,,,8,7,3,traditional/authoritarian,7,8,7,7,7,strongly supports law and order,9,,fully supports restrictive immigration policy,strongly favours assimilation,strongly supports rural interests,7,1,strongly opposes troop deployment,strongly opposes more rights for ethnic minorities,strongly promotes nationalist concepts for society,extremely important,not important at all,immigration,EU integration,anti-elite rhetoric
8,swi,1,SVP/UDC,3601,strongly opposed,8,1,not benefited,,,,,,,8,8,6,9,7,9,8,6,7,9,7,6,fully supports restrictive immigration policy,strongly favours assimilation,9,8,1,strongly opposes troop deployment,9,9,7,2,immigration,EU integration,
5,swi,1,SVP/UDC,3601,strongly opposed,great importance,2,not benefited,,strongly opposed,,,,,9,9,4,traditional/authoritarian,great importance,8,7,fully opposed to redistribution of wealth,7,9,strongly opposes liberal policies,6,fully supports restrictive immigration policy,strongly favours assimilation,8,8,1,9,9,9,extremely important,not important at all,immigration,anti-elite rhetoric,EU integration
6,swi,1,SVP/UDC,3601,strongly opposed,great importance,2,not benefited,strongly opposed,somewhat in favor,neutral,neutral,strongly opposed,strongly opposed,8,center,7,8,5,6,6,5,6,7,5,5,8,8,5,6,2,7,9,9,8,1,immigration,EU integration,anti-elite rhetoric
3,swi,1,SVP/UDC,3601,strongly opposed,8,2,not benefited,,somewhat opposed,opposed,,strongly opposed,,8,8,6,traditional/authoritarian,6,8,7,7,8,9,7,6,fully supports restrictive immigration policy,strongly favours assimilation,,7,1,strongly opposes troop deployment,,strongly promotes nationalist concepts for society,extremely important,2,immigration,nationalism,anti-elite rhetoric
6,swi,2,SP/PS,3602,in favor,6,3,benefited,somewhat opposed,somewhat in favor,neutral,neutral,neutral,opposed,3,4,7,3,5,5,4,4,4,5,3,3,6,3,3,3,4,3,3,3,7,1,EU integration,immigration,enviornment
1,swi,2,SP/PS,3602,strongly in favor,8,2,benefited,,in favor,in favor,,,,2,2,7,2,7,fully in favour of raising taxes for services,4,3,4,3,1,strongly opposes religious principles in politics,2,3,1,2,7,3,,3,3,not important at all,immigration,redistribution,EU integration
5,swi,2,SP/PS,3602,in favor,5,8,neither benefit/lost,,in favor,,,,,2,1,8,2,6,1,5,2,3,1,strongly supports liberal policies,3,3,2,2,3,7,4,2,2,not important at all,2,redistribution,urban vs rural,redistribution
8,swi,2,SP/PS,3602,somewhat in favor,6,4,neither benefit/lost,,,,,,,3,3,7,2,7,2,2,fully in favour of redistribution of wealth,3,3,strongly supports liberal policies,strongly opposes religious principles in politics,2,2,2,2,6,3,2,2,1,1,redistribution,EU integration,
2,swi,2,SP/PS,3602,in favor,5,2,benefited,,in favor,strongly in favor,,,,2,1,8,libertarian/postmaterialist,7,fully in favour of raising taxes for services,strongly opposes deregulation,fully in favour of redistribution of wealth,fully in favour state intervention in economy,strongly promotes civil liberties,strongly supports liberal policies,,2,strongly favours multiculturalism,strongly supports urban interests,1,2,1,strongly supports more rights for ethnic minorities,strongly promotes cosmopolitan concepts of society,1,not important at all,public services vs taxes,redistribution,social lifestyle
4,swi,2,SP/PS,3602,strongly in favor,7,party was completely united,benefited,,in favor,,,,,2,2,8,2,7,3,2,1,3,3,2,,8,2,3,2,7,2,2,7,4,7,redistribution,EU integration,social lifestyle
3,swi,2,SP/PS,3602,in favor,6,2,neither benefit/lost,,in favor,in favor,,,,2,2,6,1,7,1,strongly opposes deregulation,fully in favour of redistribution of wealth,1,2,strongly supports liberal policies,2,1,2,,2,4,6,,2,7,3,redistribution,state intervention,immigration
7,swi,2,SP/PS,3602,in favor,8,2,benefited,,,,,,,1,1,9,1,9,1,1,fully in favour of redistribution of wealth,fully in favour state intervention in economy,1,1,1,2,1,1,strongly supports environ. protections,9,5,2,1,3,,public services vs taxes,redistribution,EU integration
9,swi,2,SP/PS,3602,in favor,4,1,benefited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,swi,3,FDP/PLR,3603,neutral,6,5,neither benefit/lost,,in favor,,,,,7,8,8,4,4,7,7,8,7,6,5,,4,6,4,6,3,3,3,7,7,3,public services vs taxes,deregulation,state intervention
3,swi,3,FDP/PLR,3603,somewhat in favor,7,3,not benefited,,strongly in favor,in favor,,,,6,8,7,center,4,7,8,8,6,5,2,2,6,4,,8,1,4,,4,3,2,state intervention,international security,immigration
2,swi,3,FDP/PLR,3603,somewhat opposed,2,6,not benefited,,strongly in favor,somewhat in favor,,,,7,8,8,3,2,9,strongly supports deregulation,fully opposed to redistribution of wealth,9,5,4,strongly opposes religious principles in politics,4,3,1,9,1,1,5,3,1,not important at all,deregulation,public services vs taxes,
9,swi,3,FDP/PLR,3603,somewhat opposed,5,5,not benefited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,swi,3,FDP/PLR,3603,somewhat in favor,3,8,not benefited,,in favor,,,,,7,8,9,6,4,6,8,8,8,4,3,4,8,7,4,8,4,5,6,6,2,not important at all,,,
1,swi,3,FDP/PLR,3603,somewhat opposed,7,2,not benefited,,strongly in favor,in favor,,,,7,7,6,center,6,1,strongly supports deregulation,9,9,8,5,strongly opposes religious principles in politics,7,8,3,8,3,2,,8,not important at all,not important at all,EU integration,immigration,
8,swi,3,FDP/PLR,3603,somewhat opposed,5,4,not benefited,,,,,,,7,8,7,4,5,8,8,6,8,6,3,4,6,6,3,8,3,5,4,4,3,1,state intervention,EU integration,
6,swi,3,FDP/PLR,3603,somewhat in favor,7,4,benefited,somewhat opposed,in favor,neutral,neutral,neutral,opposed,7,8,8,6,5,7,7,6,7,7,3,4,7,5,3,4,3,5,7,7,5,1,EU integration,public services vs taxes,multiculturalism
7,swi,3,FDP/PLR,3603,somewhat opposed,6,7,not benefited,,,,,,,7,8,great importance,center,7,8,8,8,8,8,3,3,8,5,5,8,2,2,6,6,2,,public services vs taxes,state intervention,deregulation
6,swi,4,CVP/PVC,3604,somewhat in favor,7,3,benefited,somewhat opposed,somewhat in favor,neutral,neutral,neutral,opposed,6,6,7,7,5,7,6,4,4,6,3,7,6,7,4,4,3,5,7,7,5,1,EU integration,immigration,multiculturalism
8,swi,4,CVP/PVC,3604,neutral,4,3,not benefited,,,,,,,center,6,6,center,6,6,6,3,6,5,5,6,6,6,5,6,5,6,5,5,2,1,social lifestyle,,
2,swi,4,CVP/PVC,3604,somewhat opposed,1,3,not benefited,,somewhat in favor,somewhat in favor,,,,center,center,4,7,2,5,2,3,3,7,7,9,6,6,7,5,1,7,7,7,1,not important at all,social lifestyle,public services vs taxes,
7,swi,4,CVP/PVC,3604,somewhat opposed,5,7,not benefited,,,,,,,6,6,8,6,8,6,6,5,5,6,7,7,7,6,6,6,3,2,5,7,2,,,,religious principles
1,swi,4,CVP/PVC,3604,somewhat opposed,7,,not benefited,,in favor,in favor,,,,4,6,6,7,6,6,8,5,7,7,7,7,6,8,8,8,2,2,,8,not important at all,not important at all,EU integration,immigration,
